time,x,y,z,qw,qx,qy,qz,vx,vy,vz,
1642516767359234816,0.36044,-0.66412,-0.33630,0.74256,0.31045,0.30829,-0.50714,-0.49012,-0.49123,0.25840,
1642516767492568320,0.32913,-0.70327,-0.28241,0.75611,0.27011,0.22143,-0.55346,-0.13757,0.01374,0.36999,
1642516767559234816,0.32841,-0.69478,-0.25215,0.78059,0.23050,0.19108,-0.54868,0.15165,0.17049,0.34420,
1642516767725901568,0.41539,-0.64857,-0.21502,0.84287,0.08178,0.20779,-0.48960,0.68679,0.41655,0.05335,
1642516767825901568,0.48985,-0.59432,-0.22863,0.86652,-0.00443,0.25709,-0.42781,0.77681,0.61201,-0.26349,
1642516767925901312,0.56560,-0.51594,-0.27282,0.87102,-0.09095,0.30755,-0.37211,0.75080,0.83187,-0.54782,
1642516767959235072,0.58930,-0.48673,-0.29285,0.87001,-0.11742,0.32303,-0.35347,0.72202,0.86441,-0.60274,
1642516768059234816,0.51935,-0.40242,-0.37625,0.86909,-0.17223,0.36882,-0.28106,0.43544,0.93903,-0.69327,
1642516768225901568,0.57133,-0.19609,-0.47178,0.86707,-0.16246,0.44912,-0.14170,0.29587,1.22196,-0.29677,
1642516768325901568,0.61632,-0.06971,-0.48060,0.87338,-0.11277,0.47077,-0.05350,0.29692,1.21906,0.18214,
1642516768359234816,0.62708,-0.03314,-0.47003,0.87648,-0.09045,0.47215,-0.02609,0.27526,1.16159,0.35134,
1642516768459235072,0.65319,0.06820,-0.41411,0.88910,-0.01985,0.45479,0.04778,0.23387,0.82242,0.73143,
1642516768592568064,0.68589,0.13439,-0.30584,0.90681,0.07745,0.40456,0.08961,0.20443,0.15251,0.78833,
1642516768759234816,0.68414,0.05771,-0.22590,0.92760,0.18457,0.31981,0.05665,-0.08764,-0.55204,0.09670,
1642516768892568064,0.68247,-0.02348,-0.24485,0.91309,0.23161,0.33187,-0.04980,0.05577,-0.61807,-0.35260,
1642516768992568320,0.69061,-0.08412,-0.29580,0.88829,0.21873,0.38353,-0.12651,0.10050,-0.65842,-0.62431,
1642516769025901568,0.69266,-0.10207,-0.31820,0.87768,0.20948,0.40572,-0.14555,0.07133,-0.69527,-0.70008,
1642516769092568064,0.69442,-0.15124,-0.36834,0.85221,0.18647,0.45454,-0.17988,-0.01987,-0.79256,-0.78739,
1642516769292568320,0.63218,-0.33424,-0.50061,0.76117,0.14004,0.55283,-0.30886,-0.54969,-1.23622,-0.35463,
1642516769559234816,0.45041,-0.65582,-0.48673,0.67216,0.20355,0.51016,-0.49649,-0.57778,-0.96446,0.34723,
1642516769625901568,0.41306,-0.70828,-0.46174,0.66205,0.20605,0.48419,-0.53366,-0.45023,-0.75107,0.42766,
1642516769692568064,0.39087,-0.75492,-0.42970,0.66454,0.19436,0.45612,-0.55908,-0.26455,-0.50253,0.50668,
1642516769725901568,0.38356,-0.76965,-0.41225,0.66391,0.18241,0.44187,-0.57506,-0.18388,-0.38134,0.53968,
1642516769759234816,0.40788,-0.82179,-0.39310,0.66320,0.16979,0.42726,-0.59059,-0.10813,-0.32525,0.56079,
1642516769792568320,0.40709,-0.81290,-0.37978,0.66933,0.15718,0.40816,-0.60058,-0.09084,-0.18069,0.53863,
1642516769892568064,0.41468,-0.78103,-0.35047,0.70037,0.13966,0.35439,-0.60365,0.00357,0.13203,0.25335,
1642516769959235072,0.42001,-0.76596,-0.35257,0.71725,0.15230,0.34096,-0.58830,0.10980,0.18067,-0.00423,
1642516770092568064,0.44704,-0.69787,-0.41521,0.76085,0.20597,0.37446,-0.48834,0.12912,0.29776,-0.37737,
1642516770225901568,0.44173,-0.67299,-0.46513,0.75851,0.22894,0.40664,-0.45486,-0.18556,0.02836,-0.25520,
1642516770259234816,0.42676,-0.67549,-0.47282,0.75544,0.23576,0.40766,-0.45557,-0.28333,-0.05968,-0.18646,
1642516770359234816,0.38062,-0.69572,-0.47020,0.74208,0.24831,0.39620,-0.48030,-0.42489,-0.20197,0.09766,
1642516770592568064,0.28634,-0.76620,-0.37059,0.74233,0.23356,0.29574,-0.55402,-0.06668,0.06493,0.51903,
1642516770692568064,0.29055,-0.81800,-0.30543,0.77015,0.20103,0.25133,-0.55071,0.08835,0.15640,0.46401,
1642516770725901568,0.28997,-0.81477,-0.29161,0.78558,0.18714,0.23540,-0.54078,0.10089,0.21772,0.38155,
1642516770792568320,0.29677,-0.79797,-0.27277,0.81776,0.16015,0.21079,-0.51107,0.13304,0.27438,0.16382,
1642516770859234816,0.31939,-0.76726,-0.26946,0.84188,0.14413,0.20756,-0.47684,0.23453,0.27932,-0.06273,
1642516770959234816,0.35993,-0.65881,-0.31926,0.86264,0.13430,0.24129,-0.42379,0.36270,0.46036,-0.43937,
1642516771225901568,0.46272,-0.46438,-0.48987,0.86549,0.09885,0.42927,-0.23850,0.30043,1.01310,-0.54108,
1642516771259234816,0.47062,-0.42901,-0.50576,0.86428,0.08719,0.44701,-0.21357,0.27055,1.08428,-0.44865,
1642516771325901568,0.48699,-0.35397,-0.52763,0.86388,0.05691,0.47187,-0.16678,0.21113,1.17904,-0.22024,
1642516771359234816,0.49386,-0.31434,-0.53273,0.86508,0.04232,0.47949,-0.14116,0.18494,1.19609,-0.08688,
1642516771459234816,0.52367,-0.18405,-0.52025,0.87586,0.00373,0.48001,-0.04949,0.11142,1.22477,0.32548,
1642516771559234816,0.53079,-0.06949,-0.47093,0.89371,-0.02576,0.44603,0.04108,0.01046,0.99899,0.62192,
1642516771692568064,0.56047,0.03643,-0.39080,0.91811,-0.04544,0.37359,0.12427,-0.04766,0.43647,0.55352,
1642516771792568320,0.57512,0.05634,-0.35521,0.94026,-0.05562,0.30803,0.13395,0.03688,0.01673,0.19092,
1642516771859234816,0.58930,0.05091,-0.35392,0.94696,-0.05808,0.28918,0.12758,0.20116,-0.18371,-0.10902,
1642516771992568320,0.63218,0.00190,-0.40663,0.93160,-0.07029,0.34025,0.10683,0.39499,-0.54082,-0.63970,
1642516772059234816,0.63510,-0.04754,-0.45817,0.91629,-0.07971,0.38617,0.07029,0.28704,-0.76909,-0.78028,
1642516772225901312,0.58041,-0.22403,-0.57908,0.87165,-0.07544,0.48151,-0.05177,-0.10105,-1.40329,-0.42214,
1642516772259234816,0.57745,-0.27956,-0.58981,0.86387,-0.06395,0.49296,-0.08150,-0.15300,-1.47635,-0.28778,
1642516772359234816,0.55411,-0.43263,-0.59846,0.84745,-0.01852,0.49911,-0.17989,-0.33257,-1.54241,0.09790,
1642516772659234816,0.45667,-0.78147,-0.49782,0.81977,0.10332,0.36694,-0.42738,-0.14116,-0.52041,0.34215,
1642516772692568064,0.47095,-0.78000,-0.48316,0.82553,0.10514,0.35237,-0.42810,-0.05404,-0.31144,0.29974,
1642516772725901312,0.47100,-0.78771,-0.47399,0.83230,0.10483,0.33681,-0.42760,0.00962,-0.13401,0.24674,
1642516772759234816,0.47295,-0.78963,-0.46654,0.83993,0.10266,0.32132,-0.42513,0.08173,0.02148,0.19596,
1642516772859234816,0.45964,-0.59272,-0.43462,0.87079,0.08727,0.29081,-0.38671,0.25151,0.59405,0.05454,
1642516772992568320,0.50618,-0.49117,-0.43770,0.91192,0.07633,0.29647,-0.27328,0.43285,1.00101,-0.07547,
1642516773092568064,0.54927,-0.37344,-0.44940,0.93299,0.05873,0.31039,-0.17242,0.34433,1.31117,-0.07999,
1642516773159234816,0.56514,-0.28241,-0.45080,0.94306,0.04541,0.31693,-0.09015,0.20583,1.39875,-0.03850,
1642516773259234816,0.57650,-0.14316,-0.44987,0.94664,0.02335,0.32074,0.02116,0.02896,1.32612,0.04305,
1642516773392568064,0.57103,-0.00220,-0.44226,0.94099,-0.00101,0.31804,0.11572,-0.06478,0.77081,0.01963,
1642516773492568064,0.56497,0.04694,-0.44362,0.93891,-0.00920,0.31403,0.14050,-0.04007,0.24822,-0.05383,
1642516773559234816,0.56322,0.05185,-0.44820,0.94106,-0.01321,0.31063,0.13319,0.00635,-0.04532,-0.09170,
1642516773692568064,0.57174,-0.00066,-0.45853,0.94811,-0.01373,0.31283,0.05509,0.10660,-0.60482,-0.12462,
1642516773759234816,0.53883,-0.16595,-0.43853,0.94961,0.00805,0.31332,-0.00262,-0.02176,-1.03988,-0.13226,
1642516773892568064,0.52377,-0.32044,-0.45623,0.93613,0.03823,0.31904,-0.14289,-0.16999,-1.27066,-0.12362,
1642516773959234816,0.50761,-0.40140,-0.46460,0.92072,0.05248,0.32159,-0.21469,-0.24822,-1.29961,-0.11462,
1642516774125901568,0.44763,-0.61378,-0.47730,0.87205,0.10026,0.31971,-0.35674,-0.43901,-1.17420,-0.04404,
1642516774225901312,0.39837,-0.71964,-0.48026,0.83572,0.13917,0.30821,-0.43267,-0.50178,-0.93363,-0.07026,
1642516774292568320,0.36207,-0.77261,-0.48443,0.82017,0.16957,0.29921,-0.45721,-0.44703,-0.68715,-0.11605,
1642516774592568064,0.32090,-0.84026,-0.54279,0.79291,0.24667,0.32629,-0.45164,0.22583,0.17958,-0.21064,
1642516774692568064,0.34982,-0.79825,-0.55977,0.81996,0.23705,0.35328,-0.38297,0.38488,0.47090,-0.11921,
1642516774759234816,0.38034,-0.72954,-0.55728,0.84389,0.21110,0.37098,-0.32506,0.45544,0.68631,-0.00444,
1642516774892568064,0.43566,-0.61714,-0.54044,0.89759,0.11791,0.37750,-0.19471,0.35151,0.91260,0.21652,
1642516774925901312,0.45565,-0.58987,-0.52978,0.90854,0.08975,0.37414,-0.16286,0.33336,0.91179,0.24615,
1642516774959234816,0.46306,-0.55549,-0.52201,0.91837,0.06058,0.36820,-0.13176,0.29145,0.91604,0.24804,
1642516774992568064,0.47215,-0.52490,-0.51383,0.92664,0.03094,0.36062,-0.10160,0.26248,0.90481,0.24212,
1642516775025901568,0.48908,-0.38463,-0.49770,0.93293,-0.00691,0.35282,-0.07141,0.25042,1.07146,0.23826,
1642516775259234560,0.51934,-0.18480,-0.46324,0.92435,-0.23615,0.29090,0.07206,-0.03251,0.50182,-0.03371,
1642516775359234816,0.51085,-0.15703,-0.47753,0.90311,-0.31969,0.26965,0.09738,-0.09864,0.06488,-0.22949,
1642516775392568064,0.50805,-0.15805,-0.48333,0.89560,-0.34136,0.26755,0.09893,-0.08302,-0.09174,-0.26723,
1642516775525901568,0.50278,-0.20589,-0.52351,0.86645,-0.40125,0.28567,0.08164,-0.00339,-0.60211,-0.30362,
1642516775759234560,0.47355,-0.45580,-0.58653,0.83830,-0.40102,0.36689,-0.04274,-0.17957,-1.37375,-0.06408,
1642516775792568320,0.47000,-0.49955,-0.59310,0.83860,-0.38693,0.37686,-0.07083,-0.21462,-1.45356,-0.00866,
1642516775825901568,0.46231,-0.54900,-0.59212,0.84020,-0.36740,0.38527,-0.10314,-0.24305,-1.51042,0.07386,
1642516775859234816,0.45118,-0.60080,-0.58913,0.84300,-0.34120,0.39252,-0.13732,-0.28491,-1.54997,0.16311,
1642516776059234816,0.38598,-0.89187,-0.52025,0.86566,-0.03346,0.36306,-0.34308,-0.52008,-1.28723,0.34019,
1642516776092568064,0.36727,-0.93261,-0.51029,0.86487,0.03542,0.34437,-0.36353,-0.55612,-1.14727,0.25255,
1642516776159234816,0.32986,-0.99833,-0.49977,0.85733,0.16557,0.29874,-0.38514,-0.56468,-0.80995,0.06922,
1642516776359234816,0.23859,-1.07161,-0.53761,0.78990,0.48121,0.14914,-0.34965,-0.26657,0.05077,-0.39442,
1642516776425901312,0.26319,-1.04971,-0.55411,0.76028,0.54471,0.12694,-0.33038,0.07203,0.35984,-0.29668,
1642516776459234816,0.26966,-1.03637,-0.56282,0.75038,0.56118,0.13004,-0.32418,0.23514,0.45397,-0.22728,
1642516776559234816,0.31541,-0.96512,-0.58335,0.73454,0.57734,0.19163,-0.30068,0.56774,0.72810,-0.16279,
1642516776792568320,0.42736,-0.70074,-0.59783,0.81051,0.45605,0.33493,-0.15136,0.51856,1.26748,0.20782,
1642516776825901568,0.44563,-0.66502,-0.58953,0.82853,0.42382,0.34249,-0.12892,0.47431,1.22186,0.24957,
1642516776892568064,0.47169,-0.59273,-0.57022,0.86372,0.35581,0.34618,-0.08682,0.39933,1.08698,0.31384,
1642516777025901312,0.51314,-0.46734,-0.52246,0.92599,0.20317,0.31705,-0.02720,0.23222,0.80701,0.38141,
1642516777059234816,0.55116,-0.48085,-0.49811,0.93827,0.16019,0.30622,-0.01471,0.23649,0.69095,0.39020,
1642516777259234560,0.57055,-0.39217,-0.44208,0.96233,-0.13594,0.22848,0.05686,-0.01635,0.12606,0.15001,
1642516777292568320,0.57082,-0.38966,-0.43755,0.95731,-0.17845,0.21816,0.06424,-0.03243,0.00719,0.11545,
1642516777459234816,0.56515,-0.43997,-0.43344,0.92612,-0.31615,0.19606,0.06262,-0.07662,-0.63604,-0.05368,
1642516777525901312,0.56190,-0.48748,-0.44126,0.91594,-0.34321,0.20139,0.05197,-0.07904,-0.83582,-0.11297,
1642516777559234816,0.53912,-0.52123,-0.45269,0.91406,-0.34952,0.20271,0.03517,-0.09957,-0.93499,-0.12940,
1642516777692568064,0.52555,-0.67310,-0.46694,0.91809,-0.31225,0.23340,-0.07167,-0.15287,-1.32186,-0.07946,
1642516777759234560,0.49060,-0.78270,-0.45737,0.92300,-0.26688,0.24768,-0.12454,-0.26994,-1.40219,-0.02660,
1642516777925901312,0.43062,-1.00772,-0.45842,0.91564,-0.12399,0.26098,-0.27949,-0.43124,-1.21775,0.02178,
1642516777959234816,0.41558,-1.04831,-0.45745,0.90796,-0.09371,0.26061,-0.31449,-0.43075,-1.15457,0.01896,
1642516778125901568,0.34461,-1.21040,-0.46961,0.83043,0.07609,0.25737,-0.48821,-0.41755,-0.75184,-0.19771,
1642516778159234816,0.33079,-1.23375,-0.47719,0.81321,0.11035,0.25614,-0.51079,-0.41230,-0.64084,-0.25630,
1642516778259234560,0.30617,-1.25371,-0.51373,0.77238,0.20602,0.25147,-0.54567,-0.25697,-0.23146,-0.35819,
1642516778359234816,0.31435,-1.23851,-0.55807,0.74406,0.26865,0.25724,-0.55500,0.08288,0.17112,-0.36251,
1642516778492568064,0.36430,-1.14269,-0.56239,0.76615,0.27996,0.28693,-0.50230,0.60587,0.67533,-0.11639,
1642516778559234816,0.41225,-1.09850,-0.56220,0.79783,0.25231,0.31042,-0.45106,0.80900,0.90306,0.03318,
1642516778825901568,0.61433,-0.78642,-0.51474,0.92250,0.06351,0.32731,-0.19449,0.50003,1.29717,0.22857,
