time,x,y,z,qw,qx,qy,qz,vx,vy,vz,
1642668759270918144,0.36499,-0.84092,0.07158,0.96964,0.03945,0.23227,0.06548,0.27134,-0.65951,0.03969,
1642668759370918400,0.37444,-0.88147,0.07517,0.96987,0.04941,0.23274,0.05235,0.25124,-0.65310,0.03562,
1642668759470918144,0.38078,-0.92218,0.07610,0.97004,0.05986,0.23190,0.04084,0.24350,-0.64920,0.03568,
1642668759604251648,0.39634,-0.98501,0.07868,0.96918,0.07450,0.23261,0.03221,0.24593,-0.63330,0.02384,
1642668759670918144,0.37070,-0.96044,0.07810,0.96895,0.07811,0.23322,0.02527,0.20314,-0.54936,0.02270,
1642668759770918144,0.36115,-0.96452,0.07822,0.96819,0.08311,0.23571,0.01208,0.17710,-0.48765,0.02761,
1642668759870918400,0.37679,-1.01224,0.08012,0.96703,0.08958,0.23837,-0.00055,0.17309,-0.50280,0.02879,
1642668760004251392,0.35659,-0.99681,0.07824,0.96570,0.09998,0.23960,-0.00375,0.13902,-0.43655,0.02401,
1642668760070918400,0.30224,-0.88465,0.07105,0.96516,0.10227,0.24083,-0.00395,0.08033,-0.27309,0.00991,
1642668760170918144,0.26735,-0.79288,0.05930,0.96372,0.10702,0.24430,-0.01016,0.04825,-0.14133,-0.01488,
1642668760270918144,0.25708,-0.74213,0.04696,0.96165,0.11241,0.24978,-0.01431,0.04200,-0.07215,-0.02407,
1642668760404251648,0.25874,-0.71121,0.02827,0.95890,0.11876,0.25745,-0.01175,0.02182,-0.00669,-0.02321,
1642668760470918144,0.26062,-0.70824,0.02499,0.95832,0.11906,0.25949,-0.01060,-0.00253,0.01824,-0.01273,
1642668760604251648,0.25851,-0.70274,0.02380,0.95918,0.11585,0.25784,-0.00848,-0.05000,0.05324,0.01531,
1642668760670918144,0.25563,-0.69978,0.02617,0.96044,0.11189,0.25495,-0.00661,-0.05860,0.06749,0.02711,
1642668760770918144,0.25069,-0.69151,0.02872,0.96255,0.10397,0.25035,-0.00369,-0.05738,0.08509,0.02447,
1642668760870918400,0.24599,-0.68110,0.03046,0.96440,0.09480,0.24686,0.00075,-0.04334,0.08602,0.02511,
1642668761004251392,0.24298,-0.66637,0.03241,0.96590,0.08284,0.24515,0.00923,-0.02730,0.08276,0.01406,
1642668761070918400,0.24190,-0.66047,0.03321,0.96617,0.07733,0.24558,0.01520,-0.01820,0.08113,0.00883,
1642668761204251648,0.24113,-0.64583,0.03301,0.96610,0.06648,0.24813,0.02585,-0.00910,0.08050,-0.00200,
1642668761270918144,0.24112,-0.64099,0.03279,0.96584,0.06137,0.24981,0.03121,-0.00834,0.07843,-0.00274,
1642668761404251648,0.24096,-0.62794,0.03175,0.96493,0.05159,0.25298,0.04745,-0.01095,0.08315,-0.01059,
1642668761570918400,0.23983,-0.61434,0.03080,0.96351,0.03747,0.25560,0.07007,-0.01285,0.08691,-0.00669,
1642668761604251648,0.24083,-0.60719,0.03114,0.96315,0.03476,0.25621,0.07412,-0.01085,0.09027,-0.01032,
1642668761737584896,0.24142,-0.59228,0.03049,0.96061,0.02361,0.25918,0.09747,0.00079,0.08740,-0.01503,
1642668761770918144,0.24125,-0.58923,0.02980,0.95976,0.02072,0.26031,0.10329,0.00288,0.08684,-0.01413,
1642668761870918400,0.24147,-0.57801,0.02735,0.95729,0.01256,0.26427,0.11663,0.00254,0.08433,-0.01920,
1642668761970918144,0.24207,-0.57139,0.02562,0.95473,0.00548,0.26792,0.12913,-0.00116,0.06874,-0.01884,
1642668762070918144,0.24209,-0.56245,0.02336,0.95198,-0.00082,0.27143,0.14166,-0.01108,0.06335,-0.02525,
1642668762170918144,0.24110,-0.55369,0.02102,0.94945,-0.00704,0.27485,0.15150,-0.01196,0.05890,-0.02677,
1642668762270918144,0.24118,-0.54706,0.01723,0.94658,-0.01313,0.27890,0.16131,-0.00601,0.05398,-0.03044,
1642668762404251648,0.24150,-0.53752,0.01317,0.94277,-0.02148,0.28517,0.17146,-0.00194,0.04646,-0.02991,
1642668762537584896,0.24248,-0.52862,0.00920,0.93862,-0.02762,0.29254,0.18071,0.00927,0.03564,-0.03407,
1642668762570918144,0.24333,-0.52541,0.00741,0.93756,-0.02925,0.29463,0.18254,0.00936,0.03660,-0.03797,
1642668762670918144,0.24378,-0.51763,0.00285,0.93448,-0.03418,0.29983,0.18891,0.01193,0.03696,-0.03876,
1642668762770918144,0.24536,-0.51235,0.00004,0.93049,-0.03710,0.30572,0.19834,0.02020,0.03634,-0.03198,
1642668762904251648,0.24742,-0.50364,-0.00456,0.92550,-0.04260,0.31297,0.20899,0.00742,0.03962,-0.02434,
1642668762970918144,0.24794,-0.49876,-0.00580,0.92425,-0.04610,0.31534,0.21023,-0.00056,0.03568,-0.01731,
1642668763070918144,0.24855,-0.49574,-0.00563,0.92319,-0.05113,0.31761,0.21031,0.00139,0.01732,0.00273,
1642668763170918144,0.24762,-0.49513,-0.00571,0.92291,-0.05364,0.31806,0.21022,-0.00758,-0.01795,0.00673,
1642668763270918144,0.24725,-0.49952,-0.00437,0.92355,-0.05290,0.31664,0.20974,-0.00460,-0.05261,0.01564,
1642668763437584896,0.24720,-0.51090,-0.00042,0.92549,-0.04760,0.31316,0.20769,0.00642,-0.07825,0.02882,
1642668763504251392,0.24715,-0.51603,0.00143,0.92677,-0.04454,0.31120,0.20558,0.00611,-0.08233,0.03221,
1642668763604251648,0.24697,-0.52437,0.00385,0.92943,-0.03973,0.30670,0.20127,0.00365,-0.08621,0.02499,
1642668763670918144,0.24669,-0.52894,0.00511,0.93096,-0.03659,0.30391,0.19902,0.00917,-0.08260,0.02788,
1642668763904251648,0.24898,-0.54580,0.01247,0.93806,-0.02702,0.29350,0.18213,0.02133,-0.08218,0.02326,
1642668763937584896,0.25028,-0.54832,0.01331,0.93883,-0.02566,0.29242,0.18008,0.02799,-0.08237,0.02241,
1642668763970918144,0.24945,-0.54815,0.01423,0.93961,-0.02417,0.29132,0.17797,0.03200,-0.07732,0.02526,
1642668764070918144,0.25325,-0.55652,0.01691,0.94189,-0.01906,0.28904,0.17010,0.03741,-0.08111,0.02907,
1642668764170918144,0.25556,-0.56475,0.01912,0.94489,-0.01383,0.28563,0.15938,0.02957,-0.08976,0.01983,
1642668764304251392,0.25640,-0.57277,0.02081,0.94860,-0.00555,0.28031,0.14681,0.02935,-0.08416,0.01864,
1642668764404251648,0.25691,-0.57808,0.02067,0.95119,0.00067,0.27761,0.13479,0.02736,-0.07104,0.00698,
1642668764470918144,0.25767,-0.58103,0.02057,0.95265,0.00388,0.27668,0.12608,0.03162,-0.06545,0.00592,
1642668764670918144,0.26346,-0.59350,0.01991,0.95620,0.01613,0.27557,0.09736,0.04001,-0.06894,-0.00895,
1642668764837584640,0.26936,-0.60423,0.01872,0.95733,0.02783,0.27667,0.07875,0.04411,-0.05410,-0.02219,
1642668764870918400,0.26966,-0.60658,0.01846,0.95751,0.02994,0.27718,0.07383,0.04425,-0.05491,-0.02306,
1642668764904251648,0.26982,-0.60907,0.01818,0.95750,0.03230,0.27806,0.06953,0.04337,-0.05635,-0.02291,
1642668764970918144,0.27247,-0.61267,0.01722,0.95722,0.03696,0.27990,0.06333,0.04197,-0.05636,-0.01433,
1642668765137584896,0.27663,-0.62244,0.01689,0.95763,0.04831,0.28108,0.04004,0.00512,-0.05824,-0.01178,
1642668765170918144,0.27706,-0.62473,0.01670,0.95778,0.05098,0.28058,0.03642,0.00010,-0.06266,-0.01577,
1642668765304251392,0.27607,-0.63347,0.01550,0.95780,0.06273,0.27899,0.02919,-0.00414,-0.06533,-0.01592,
1642668765470918144,0.27535,-0.64351,0.01272,0.95728,0.07477,0.27888,0.01558,-0.00133,-0.05175,-0.01957,
1642668765537584896,0.27406,-0.64700,0.01165,0.95680,0.07948,0.27939,0.01253,0.00061,-0.06054,-0.02174,
1642668765570918144,0.27406,-0.64980,0.01132,0.95660,0.08222,0.27926,0.01280,0.00055,-0.06699,-0.02303,
1642668765670918144,0.27461,-0.65704,0.00918,0.95555,0.09126,0.28003,0.01348,0.00685,-0.06544,-0.01802,
1642668765770918144,0.27635,-0.66485,0.00710,0.95409,0.09982,0.28227,0.00877,0.02624,-0.05711,-0.02641,
1642668765870918400,0.27990,-0.67103,0.00261,0.95155,0.10648,0.28846,0.00385,0.04153,-0.04407,-0.03890,
1642668766004251392,0.28526,-0.67843,-0.00359,0.94782,0.11378,0.29761,-0.01059,0.04202,-0.04288,-0.04925,
1642668766070918144,0.28778,-0.68172,-0.00682,0.94597,0.11749,0.30192,-0.01317,0.04149,-0.04419,-0.05542,
1642668766170918144,0.29189,-0.68795,-0.01185,0.94307,0.12391,0.30820,-0.01684,0.03558,-0.03064,-0.04522,
1642668766270918144,0.29447,-0.69030,-0.01527,0.94120,0.12844,0.31200,-0.01770,0.02241,-0.00869,-0.02448,
1642668766370918400,0.29511,-0.69326,-0.01694,0.94019,0.13049,0.31417,-0.01778,-0.00013,0.02040,0.00166,
1642668766504251392,0.29423,-0.69222,-0.01637,0.94094,0.12532,0.31370,-0.02295,-0.00865,0.04677,0.01476,
1642668766604251392,0.29342,-0.68956,-0.01578,0.94184,0.11908,0.31341,-0.02292,-0.00622,0.05972,0.01407,
1642668766670918144,0.29218,-0.68942,-0.01575,0.94255,0.11438,0.31304,-0.02264,-0.00892,0.05568,0.01377,
1642668766770918144,0.29071,-0.68194,-0.01369,0.94371,0.10871,0.31197,-0.01659,-0.01670,0.05813,0.01542,
1642668766870918144,0.28862,-0.67549,-0.01257,0.94500,0.10312,0.31025,-0.00905,-0.02251,0.06445,0.01136,
1642668766970918144,0.28617,-0.67013,-0.01228,0.94644,0.09705,0.30793,-0.00267,-0.02881,0.06766,0.00539,
1642668767070918144,0.28241,-0.66416,-0.01275,0.94839,0.08945,0.30423,0.00249,-0.04450,0.07553,-0.00372,
1642668767170918144,0.27769,-0.65701,-0.01326,0.95046,0.08103,0.30004,0.00560,-0.04756,0.07840,-0.00393,
1642668767270918144,0.27278,-0.64869,-0.01446,0.95176,0.07351,0.29762,0.01305,-0.04145,0.07789,-0.00380,
1642668767370918144,0.26867,-0.63993,-0.01534,0.95274,0.06501,0.29603,0.02065,-0.03800,0.09117,-0.01363,
1642668767470918144,0.26530,-0.63161,-0.01642,0.95320,0.05500,0.29607,0.02703,-0.02547,0.09792,-0.02021,
1642668767570918144,0.26343,-0.62207,-0.01849,0.95328,0.04374,0.29702,0.03342,-0.02301,0.11190,-0.02084,
1642668767670918144,0.26109,-0.60970,-0.02050,0.95342,0.03073,0.29769,0.03782,-0.02929,0.12273,-0.01749,
1642668767770918144,0.25745,-0.59657,-0.02225,0.95318,0.01709,0.29832,0.04654,-0.03532,0.12113,-0.01748,
1642668767937584896,0.25365,-0.57604,-0.02487,0.95128,-0.00399,0.30017,0.07036,-0.02368,0.12715,-0.02479,
1642668767970918144,0.25344,-0.57206,-0.02447,0.95085,-0.00878,0.30067,0.07350,-0.02400,0.13220,-0.03222,
1642668768204251648,0.24865,-0.53832,-0.03470,0.94516,-0.04656,0.30874,0.09584,-0.01566,0.13119,-0.04697,
1642668768237584896,0.24845,-0.53371,-0.03623,0.94413,-0.05072,0.31008,0.09949,-0.01689,0.12441,-0.05415,
1642668768337584640,0.24779,-0.52209,-0.04164,0.94032,-0.06186,0.31483,0.11341,-0.00982,0.10869,-0.06399,
1642668768370918144,0.24754,-0.51850,-0.04383,0.93901,-0.06530,0.31660,0.11730,-0.00382,0.10739,-0.06368,
1642668768504251392,0.24864,-0.50233,-0.05192,0.93439,-0.08146,0.32410,0.12348,0.01168,0.11571,-0.06891,
1642668768637584640,0.25130,-0.48842,-0.06081,0.92802,-0.09668,0.33475,0.13180,0.02304,0.08986,-0.07059,
1642668768737584896,0.25411,-0.48014,-0.06634,0.92413,-0.10733,0.34129,0.13410,0.01082,0.07878,-0.07642,
1642668768770918144,0.25479,-0.47777,-0.06840,0.92298,-0.11107,0.34320,0.13412,0.01385,0.06914,-0.07179,
1642668768870918144,0.25603,-0.47104,-0.07290,0.91853,-0.12169,0.34961,0.13884,0.02117,0.04783,-0.03930,
1642668768970918144,0.25713,-0.46664,-0.07578,0.91612,-0.13158,0.35253,0.13834,-0.00252,0.03300,-0.03022,
1642668769070918144,0.25650,-0.46412,-0.07551,0.91555,-0.13993,0.35182,0.13571,-0.00745,0.00458,-0.00139,
1642668769204251648,0.25495,-0.46368,-0.07435,0.91534,-0.14216,0.34939,0.14096,-0.00400,-0.02557,0.01310,
1642668769304251392,0.25434,-0.46538,-0.07290,0.91580,-0.14195,0.34738,0.14316,0.01072,-0.03495,0.00970,
1642668769370918144,0.25453,-0.46751,-0.07237,0.91626,-0.14079,0.34686,0.14255,0.02294,-0.04563,0.01117,
1642668769470918144,0.25580,-0.47188,-0.07215,0.91699,-0.13617,0.34703,0.14199,0.02610,-0.06234,0.00747,
1642668769604251392,0.25776,-0.47995,-0.07155,0.91829,-0.12796,0.34743,0.14025,0.02647,-0.07402,0.01361,
1642668769670918144,0.25879,-0.48522,-0.07049,0.91935,-0.12366,0.34708,0.13795,0.01716,-0.07811,0.01191,
1642668769770918144,0.26030,-0.49364,-0.06950,0.92114,-0.11617,0.34628,0.13452,0.02152,-0.08438,0.00976,
1642668769870918144,0.26171,-0.50199,-0.06851,0.92278,-0.10843,0.34578,0.13095,0.02431,-0.08239,0.01236,
1642668769970918144,0.25888,-0.50911,-0.06533,0.92543,-0.10094,0.34402,0.12262,0.01469,-0.08925,0.01719,
1642668770070918144,0.26002,-0.51862,-0.06304,0.92827,-0.09193,0.34126,0.11575,0.00510,-0.10708,0.02794,
1642668770170918144,0.25534,-0.52813,-0.05796,0.93088,-0.08068,0.33740,0.11453,-0.00829,-0.12085,0.03164,
1642668770270918144,0.25187,-0.53977,-0.05404,0.93395,-0.06759,0.33282,0.11130,-0.00484,-0.13438,0.03124,
1642668770370918144,0.25200,-0.55422,-0.05077,0.93671,-0.05414,0.32920,0.10617,0.00431,-0.14399,0.02852,
1642668770604251392,0.25126,-0.58940,-0.04606,0.94332,-0.01825,0.32092,0.08257,0.01555,-0.17034,0.00950,
1642668770637584640,0.25087,-0.59465,-0.04584,0.94370,-0.01206,0.32028,0.08186,0.02065,-0.17455,0.00612,
1642668770704251648,0.25204,-0.60636,-0.04591,0.94365,0.00055,0.32028,0.08338,0.03546,-0.17085,-0.00697,
1642668770770918144,0.25473,-0.61752,-0.04670,0.94311,0.01217,0.32176,0.08290,0.04834,-0.15992,-0.01894,
1642668770870918144,0.25993,-0.63321,-0.04917,0.94237,0.02752,0.32488,0.07504,0.06493,-0.15425,-0.02443,
1642668770970918144,0.26662,-0.64865,-0.05276,0.94022,0.04392,0.32999,0.07188,0.07671,-0.16017,-0.04520,
1642668771070918144,0.27337,-0.66419,-0.05856,0.93677,0.06221,0.33591,0.07593,0.08513,-0.16000,-0.06487,
1642668771170918144,0.28213,-0.67889,-0.06562,0.93231,0.08030,0.34296,0.08201,0.09377,-0.14332,-0.07543,
1642668771337584640,0.29601,-0.69719,-0.07997,0.92385,0.10330,0.35928,0.08215,0.08863,-0.10522,-0.08131,
1642668771404251392,0.30085,-0.70391,-0.08573,0.92197,0.10811,0.36420,0.07512,0.05624,-0.08904,-0.07290,
1642668771537584896,0.30429,-0.71462,-0.09314,0.92057,0.11681,0.36632,0.06875,0.01668,-0.09912,-0.04693,
1642668771570918144,0.30414,-0.71738,-0.09305,0.92006,0.12014,0.36620,0.07040,0.01411,-0.09872,-0.03815,
1642668771670917888,0.30518,-0.72700,-0.09549,0.91946,0.12779,0.36478,0.07207,0.01206,-0.07679,-0.02360,
1642668771770918144,0.30610,-0.73255,-0.09753,0.91929,0.13247,0.36381,0.07074,0.01675,-0.05905,-0.01907,
1642668771937584896,0.30782,-0.73606,-0.09981,0.91906,0.13576,0.36301,0.07157,0.01826,-0.01723,-0.01477,
1642668771970918144,0.30706,-0.73324,-0.09963,0.91917,0.13558,0.36309,0.07008,0.02050,-0.00801,-0.01132,
1642668772070918144,0.30784,-0.73190,-0.10033,0.91946,0.13407,0.36276,0.07083,0.01917,0.00783,-0.00450,
1642668772204251648,0.30705,-0.72636,-0.09967,0.92143,0.12696,0.35965,0.07412,-0.00817,0.04860,0.00406,
1642668772270918144,0.30573,-0.72311,-0.09854,0.92342,0.12040,0.35735,0.07145,-0.01081,0.05205,0.01098,
1642668772370918144,0.30300,-0.71627,-0.09638,0.92574,0.11191,0.35423,0.07077,-0.00699,0.04808,0.00666,
1642668772470918144,0.30126,-0.70915,-0.09642,0.92669,0.10344,0.35418,0.07148,0.01454,0.06268,-0.00937,
1642668772637584640,0.30419,-0.69730,-0.10121,0.92666,0.08454,0.36123,0.06063,0.02963,0.07537,-0.03624,
1642668772670917888,0.30364,-0.69347,-0.10096,0.92620,0.08163,0.36300,0.06095,0.02938,0.07543,-0.03528,
1642668772770918144,0.30462,-0.68459,-0.10392,0.92536,0.07196,0.36676,0.06342,0.01689,0.09212,-0.04146,
1642668772870918144,0.30495,-0.67511,-0.10778,0.92600,0.05801,0.36863,0.05715,0.00005,0.11154,-0.04812,
1642668772970918144,0.30081,-0.66284,-0.10967,0.92744,0.04198,0.36747,0.05537,-0.01183,0.11949,-0.05271,
1642668773070918144,0.30005,-0.64925,-0.11483,0.92805,0.02582,0.36753,0.05462,0.00136,0.12672,-0.05277,
1642668773170917888,0.30094,-0.63656,-0.12112,0.92726,0.01003,0.37041,0.05369,0.00862,0.12510,-0.07090,
1642668773270918144,0.30074,-0.62632,-0.12643,0.92588,-0.00416,0.37388,0.05417,0.00598,0.09992,-0.08516,
1642668773370918144,0.30172,-0.61668,-0.13394,0.92382,-0.01429,0.37779,0.06027,0.00417,0.09119,-0.08022,
1642668773504251392,0.30250,-0.60264,-0.14344,0.92077,-0.02695,0.38331,0.06734,0.01266,0.07716,-0.08140,
1642668773570918144,0.30335,-0.59561,-0.14788,0.91764,-0.03233,0.38892,0.07505,0.01798,0.08676,-0.09362,
1642668773670917888,0.30394,-0.58548,-0.15954,0.91402,-0.04403,0.39676,0.07217,0.01589,0.10209,-0.08541,
1642668773770918144,0.30542,-0.57675,-0.16641,0.91073,-0.05538,0.40316,0.07048,0.01638,0.08281,-0.06033,
1642668773870918144,0.30768,-0.56980,-0.17038,0.90698,-0.06132,0.40995,0.07462,0.00693,0.07137,-0.04336,
1642668773970918144,0.30742,-0.56204,-0.17361,0.90520,-0.06829,0.41251,0.07599,-0.00345,0.08372,-0.03073,
1642668774104251392,0.30565,-0.54993,-0.17527,0.90297,-0.08423,0.41352,0.08093,-0.00768,0.10929,-0.03453,
1642668774237584896,0.30663,-0.53753,-0.17908,0.89985,-0.09977,0.41609,0.08477,0.01555,0.06854,-0.02969,
1642668774270918144,0.30632,-0.53555,-0.17891,0.89921,-0.10122,0.41698,0.08547,0.02008,0.04927,-0.02280,
1642668774437584640,0.30961,-0.53230,-0.17971,0.89617,-0.09638,0.42212,0.09703,0.00647,-0.01073,0.01763,
1642668774470918144,0.30968,-0.53282,-0.17830,0.89660,-0.09556,0.42113,0.09814,-0.00758,-0.01636,0.02389,
1642668774604251392,0.30636,-0.53698,-0.17306,0.89984,-0.08805,0.41464,0.10299,-0.01956,-0.04787,0.04141,
1642668774670917888,0.30470,-0.54038,-0.17043,0.90142,-0.08406,0.41080,0.10782,-0.02299,-0.04517,0.04488,
1642668774770918144,0.30194,-0.54653,-0.16527,0.90544,-0.08046,0.40407,0.10217,-0.01487,-0.06359,0.05065,
1642668774870918144,0.30202,-0.55853,-0.16128,0.90884,-0.06916,0.40027,0.09492,0.01680,-0.13191,0.04647,
1642668774970918144,0.30456,-0.57352,-0.15689,0.90977,-0.04851,0.40043,0.09813,0.03408,-0.15132,0.03072,
1642668775070918144,0.30580,-0.58610,-0.15424,0.91187,-0.03389,0.39862,0.09188,0.01298,-0.12570,0.01452,
1642668775204251392,0.30623,-0.60206,-0.15264,0.91580,-0.01927,0.39262,0.08243,-0.00632,-0.13422,0.00732,
1642668775270918144,0.30380,-0.61024,-0.15247,0.91785,-0.01078,0.38788,0.08358,-0.02074,-0.13380,0.00087,
1642668775404251392,0.29822,-0.62749,-0.15326,0.92301,0.00436,0.37639,0.07976,-0.03353,-0.13463,-0.00970,
1642668775537584896,0.29481,-0.64735,-0.15495,0.92586,0.02237,0.37029,0.07195,-0.01903,-0.14307,-0.02019,
1642668775570918144,0.29204,-0.65211,-0.15557,0.92626,0.02722,0.36917,0.07077,-0.01604,-0.14789,-0.02177,
1642668775670917888,0.28960,-0.66681,-0.15770,0.92660,0.04198,0.36730,0.06891,-0.00095,-0.14629,-0.04057,
1642668775770918144,0.29143,-0.68179,-0.16253,0.92541,0.05820,0.36909,0.06326,0.03352,-0.14941,-0.05618,
1642668775870918144,0.29425,-0.69606,-0.16899,0.92237,0.07636,0.37435,0.05712,0.03342,-0.14938,-0.05957,
1642668775970918144,0.29577,-0.70934,-0.17369,0.92012,0.09334,0.37581,0.05854,-0.01184,-0.12586,-0.04344,
1642668776070918144,0.29222,-0.72011,-0.17710,0.92036,0.10426,0.37218,0.05960,-0.02530,-0.08954,-0.02414,
1642668776204251392,0.28968,-0.73149,-0.17901,0.92088,0.11134,0.36958,0.05467,-0.01214,-0.06710,-0.00263,
1642668776270918144,0.28914,-0.73925,-0.17878,0.92090,0.11419,0.36911,0.05159,-0.01071,-0.06735,-0.00926,
1642668776370918144,0.28818,-0.74498,-0.17991,0.92030,0.11770,0.36980,0.04943,-0.00867,-0.05974,-0.01015,
1642668776470917888,0.28571,-0.75005,-0.17987,0.91922,0.12165,0.37145,0.04761,-0.03003,-0.05357,0.00706,
1642668776637584640,0.26991,-0.75305,-0.17834,0.91884,0.12831,0.37005,0.04831,-0.14400,-0.01976,0.00352,
1642668776770918144,0.24698,-0.75201,-0.17638,0.91867,0.13170,0.36922,0.04887,-0.17187,-0.00167,0.02300,
1642668776804251392,0.24018,-0.74975,-0.17511,0.91886,0.13193,0.36850,0.05007,-0.18316,0.01750,0.03137,
1642668776870918144,0.22721,-0.74840,-0.17243,0.92038,0.12903,0.36598,0.04804,-0.20503,0.04272,0.04466,
1642668776970917888,0.20496,-0.74512,-0.16796,0.92381,0.12326,0.36054,0.03730,-0.21735,0.02998,0.05040,
1642668777070918144,0.18410,-0.74010,-0.16094,0.92641,0.12387,0.35359,0.03732,-0.19821,0.02165,0.07120,
1642668777204251392,0.15571,-0.73311,-0.14892,0.93120,0.12205,0.34148,0.03691,-0.17818,0.05854,0.08750,
1642668777304251392,0.13938,-0.72668,-0.14161,0.93473,0.12189,0.33211,0.03368,-0.15219,0.08337,0.06688,
1642668777404251392,0.12588,-0.71335,-0.13612,0.93853,0.12435,0.32018,0.03430,-0.11774,0.14454,0.04298,
1642668777470917888,0.11840,-0.70039,-0.13430,0.94070,0.12609,0.31292,0.03565,-0.09176,0.19284,0.03259,
1642668777704251392,0.10328,-0.65433,-0.12018,0.94510,0.14527,0.28958,0.04266,-0.01568,0.18599,0.10176,
1642668777770918144,0.10170,-0.64259,-0.11319,0.94603,0.14879,0.28481,0.04201,-0.02357,0.20399,0.09754,
1642668777804251392,0.09857,-0.63602,-0.10987,0.94660,0.15002,0.28281,0.03824,-0.03473,0.20849,0.08542,
1642668777904251392,0.09425,-0.61558,-0.10364,0.94857,0.15228,0.27606,0.02870,-0.05250,0.18928,0.04512,
1642668777970917888,0.09065,-0.60359,-0.10098,0.94948,0.15272,0.27286,0.02681,-0.04836,0.17439,0.03987,
1642668778070918144,0.08244,-0.58756,-0.09697,0.95088,0.15023,0.26998,0.01940,-0.04442,0.15828,0.03599,
1642668778170917888,0.07949,-0.57285,-0.09358,0.95134,0.15069,0.26826,0.01699,-0.03035,0.13535,0.02417,
1642668778337584640,0.07534,-0.55296,-0.09140,0.95150,0.14597,0.27074,0.00674,-0.01762,0.09752,0.01246,
1642668778370918144,0.07459,-0.54989,-0.09141,0.95162,0.14495,0.27086,0.00697,-0.01851,0.09034,0.00752,
1642668778570918144,0.05818,-0.53881,-0.10121,0.95200,0.14044,0.27184,0.00876,-0.02321,0.04996,-0.02657,
