time,x,y,z,qw,qx,qy,qz,vx,vy,vz,
1642661818164448000,0.00650,0.08954,-0.15368,0.90013,-0.16311,0.40231,-0.03604,0.12710,-0.97307,0.04270,
1642661818197781248,0.00909,0.04002,-0.14379,0.90155,-0.14594,0.40613,-0.03096,-0.00566,-1.09254,0.27193,
1642661818264448256,0.00176,-0.04533,-0.10789,0.91535,-0.08936,0.39259,0.00406,-0.18528,-1.27937,0.59145,
1642661818364448000,0.01259,-0.14784,-0.01250,0.93303,0.00717,0.35560,0.05428,-0.22649,-1.32124,0.71218,
1642661818464448000,-0.00876,-0.25196,0.05554,0.93883,0.10240,0.32527,0.04798,-0.25662,-1.23332,0.42693,
1642661818564448000,-0.03738,-0.37388,0.07360,0.92821,0.20689,0.30478,0.05232,-0.11241,-1.11249,-0.01700,
1642661818731114752,-0.03274,-0.52497,0.01379,0.88117,0.35970,0.29172,0.09516,0.64856,-0.50356,-0.42808,
1642661818764448000,0.00773,-0.52382,-0.03587,0.86951,0.38055,0.29829,0.10079,0.83602,-0.30376,-0.47888,
1642661818931114752,0.14477,-0.48023,-0.11893,0.81591,0.39529,0.38915,0.16307,0.83231,0.56348,-0.46863,
1642661818964448000,0.16276,-0.46261,-0.13179,0.80610,0.38390,0.41389,0.17756,0.62196,0.57929,-0.38952,
1642661819064448000,0.18502,-0.41773,-0.14876,0.79421,0.32759,0.48090,0.17505,-0.14000,0.30004,0.04154,
1642661819164448000,0.14773,-0.41608,-0.12817,0.81014,0.29240,0.47772,0.17308,-0.56947,-0.15642,0.34185,
1642661819264448000,0.08784,-0.44727,-0.08782,0.83354,0.30509,0.42005,0.18895,-0.71123,-0.36423,0.44322,
1642661819364448000,0.01835,-0.49805,-0.04745,0.86304,0.33097,0.34005,0.17315,-0.48317,-0.24092,0.35229,
1642661819464448000,0.01596,-0.51572,-0.00676,0.88141,0.34926,0.27018,0.16775,0.05473,0.15213,0.30881,
1642661819597781504,0.04262,-0.44645,0.02358,0.90731,0.29895,0.24538,0.16495,0.49597,0.73012,0.11044,
1642661819664448000,0.07309,-0.38263,0.01849,0.91683,0.24858,0.26577,0.16430,0.57697,0.90516,-0.06409,
1642661819797781504,0.13234,-0.27075,-0.00845,0.91496,0.13334,0.35360,0.14154,0.12140,0.69065,-0.22838,
1642661819897781248,0.09820,-0.21329,-0.02927,0.91809,0.07282,0.37206,0.11565,-0.65356,0.29143,0.01906,
1642661819964448000,0.03898,-0.19310,-0.02110,0.92756,0.05555,0.34539,0.13133,-0.95462,0.09432,0.22557,
1642661820097781504,-0.09919,-0.19438,0.01276,0.95139,0.01582,0.26831,0.15042,-0.97236,-0.00766,0.21331,
1642661820164448000,-0.15405,-0.17459,0.03335,0.96208,-0.00426,0.23754,0.13402,-0.70650,0.07970,0.09775,
1642661820264448000,-0.20373,-0.18416,0.01721,0.96684,-0.01628,0.22254,0.12419,-0.16405,0.14038,-0.19511,
1642661820397781248,-0.18762,-0.14763,-0.03634,0.94619,-0.03030,0.28665,0.14710,0.59444,0.42489,-0.53697,
1642661820464448000,-0.12607,-0.08876,-0.08613,0.92710,-0.05344,0.34526,0.13573,0.76030,0.65714,-0.67400,
1642661820597781504,-0.05868,-0.00450,-0.15533,0.90163,-0.15514,0.40283,0.02673,0.08426,0.50623,-0.12553,
1642661820797781504,-0.13591,0.06999,-0.07134,0.95287,-0.09482,0.27596,0.08297,-0.52550,0.50792,0.55808,
1642661820831114752,-0.15330,0.08959,-0.05430,0.95987,-0.08225,0.25187,0.09189,-0.46595,0.63452,0.47714,
1642661820964448000,-0.18804,0.20183,-0.02169,0.97587,-0.07412,0.18316,0.09295,-0.00298,1.02486,-0.00469,
1642661820997781248,-0.18850,0.23602,-0.02386,0.97661,-0.08663,0.17482,0.09035,0.12812,1.11432,-0.14114,
1642661821064448000,-0.17858,0.31235,-0.04393,0.97357,-0.13290,0.16887,0.07739,0.36425,1.22120,-0.46256,
1642661821164448000,-0.12692,0.43103,-0.11348,0.94738,-0.24077,0.20318,0.05680,0.65239,1.10462,-0.90171,
1642661821331114752,-0.05212,0.53007,-0.28553,0.85999,-0.42466,0.27715,-0.05715,0.11524,-0.06513,-0.72786,
1642661821364448000,-0.09335,0.48825,-0.31948,0.85587,-0.42857,0.28294,-0.06140,-0.09164,-0.33366,-0.43590,
1642661821497781248,-0.11769,0.43262,-0.30851,0.87389,-0.37887,0.30459,-0.00272,-0.29146,-0.48770,0.54219,
1642661821664448000,-0.18920,0.29289,-0.17663,0.93279,-0.26429,0.24037,0.04781,-0.50474,-1.16737,0.79739,
1642661821797781248,-0.21092,0.15000,-0.01669,0.96406,-0.16136,0.18349,0.10430,-0.16400,-1.10705,0.42116,
1642661821831114752,-0.19183,0.14768,-0.00984,0.96824,-0.14297,0.17381,0.10888,0.00830,-0.97879,0.31152,
1642661821897781248,-0.18148,0.08781,0.00433,0.97528,-0.11021,0.15673,0.11005,0.32170,-0.81749,0.12554,
1642661821964448000,-0.15442,0.03427,0.01035,0.97786,-0.07885,0.15764,0.11277,0.63417,-0.65257,0.02792,
1642661822097781504,-0.12885,-0.09241,0.01788,0.96410,-0.02607,0.23295,0.12475,0.79776,-0.41501,-0.03189,
1642661822164448000,-0.09936,-0.10869,0.01465,0.94909,-0.02025,0.29125,0.11826,0.29511,-0.38499,0.06387,
1642661822264448000,-0.12408,-0.15840,0.03621,0.94860,-0.01420,0.29955,0.10112,-0.62428,-0.55243,0.35707,
1642661822364448000,-0.20951,-0.22152,0.08616,0.95711,0.01678,0.25709,0.13251,-0.95191,-0.58574,0.55531,
1642661822464448000,-0.31166,-0.28349,0.13527,0.96679,0.06480,0.20506,0.13808,-0.90797,-0.49388,0.29102,
1642661822631114752,-0.38087,-0.34871,0.17112,0.96809,0.12312,0.11786,0.18373,-0.13354,-0.23763,-0.04998,
1642661822664448000,-0.37729,-0.35179,0.17050,0.96481,0.13755,0.10959,0.19548,0.05264,-0.17166,-0.10130,
1642661822764448000,-0.35069,-0.35965,0.15796,0.95554,0.17329,0.12561,0.20281,0.51976,0.08233,-0.19997,
1642661822864448000,-0.28275,-0.34544,0.13212,0.94759,0.18345,0.20428,0.16338,0.86191,0.36694,-0.37826,
1642661822964448000,-0.19138,-0.30594,0.04229,0.92144,0.15803,0.31781,0.15803,0.68443,0.37969,-0.65885,
1642661823064448000,-0.17134,-0.28301,-0.01610,0.89966,0.13221,0.39776,0.12217,-0.25313,0.07694,-0.48079,
1642661823164448000,-0.22846,-0.29071,-0.04392,0.89663,0.16149,0.39679,0.11198,-0.82442,-0.14805,-0.09576,
1642661823264448000,-0.31875,-0.30586,-0.04404,0.89770,0.20178,0.37839,0.10123,-0.99180,-0.10966,-0.01652,
1642661823397781248,-0.43718,-0.28809,-0.05540,0.89736,0.25158,0.34898,0.09830,-0.56574,0.14450,-0.30671,
1642661823464448000,-0.38109,-0.27344,-0.09493,0.88775,0.28908,0.34242,0.10530,0.07757,0.18184,-0.40864,
1642661823564448000,-0.29987,-0.25467,-0.14659,0.86596,0.32571,0.35539,0.13313,0.87218,0.13581,-0.32886,
1642661823664448000,-0.20433,-0.25253,-0.16805,0.84290,0.30629,0.42702,0.11558,0.85760,-0.09890,-0.11750,
1642661823764448000,-0.15175,-0.27876,-0.16268,0.84283,0.26980,0.46365,0.04341,0.11712,-0.43850,0.20533,
1642661823864448000,-0.16892,-0.33857,-0.13504,0.86429,0.28694,0.41179,0.03316,-0.38503,-0.73309,0.32191,
1642661823964448000,-0.21582,-0.41904,-0.10164,0.88178,0.33408,0.33058,0.03951,-0.50739,-0.85419,0.31767,
1642661824064448000,-0.25207,-0.50252,-0.07866,0.88164,0.39124,0.25873,0.05189,-0.17610,-0.77771,0.12464,
1642661824231114752,-0.19765,-0.59038,-0.07568,0.85768,0.44812,0.20012,0.15336,0.74594,-0.15603,-0.09046,
1642661824264448000,-0.16345,-0.59658,-0.08242,0.85057,0.45300,0.20665,0.16915,0.80545,-0.02711,-0.16411,
1642661824364448000,-0.07851,-0.57818,-0.11216,0.82651,0.46287,0.25481,0.19419,0.67671,0.33237,-0.41106,
1642661824464448000,-0.02570,-0.54726,-0.15121,0.79129,0.47026,0.31628,0.22952,0.28867,0.19658,-0.30945,
1642661824564448000,-0.11298,-0.53660,-0.20875,0.77687,0.46434,0.36120,0.22447,-0.36500,0.02507,-0.05697,
1642661824664448000,-0.16943,-0.54363,-0.20262,0.79123,0.45605,0.35281,0.20370,-0.69640,-0.11519,0.13015,
1642661824764448000,-0.23904,-0.54844,-0.18838,0.81518,0.44583,0.32501,0.17634,-0.62633,0.08368,0.13034,
1642661824864448000,-0.27116,-0.50170,-0.16983,0.84744,0.41647,0.30347,0.12765,-0.20466,0.63940,0.09004,
1642661824964448000,-0.24413,-0.43848,-0.13286,0.88002,0.36326,0.28682,0.10653,0.30341,1.07348,0.06888,
1642661825197781248,-0.17067,-0.13910,-0.13382,0.92613,0.12647,0.35057,0.05820,-0.14493,1.14621,0.00298,
1642661825331114496,-0.23910,-0.02265,-0.12696,0.94242,0.05379,0.32415,0.06221,-0.67803,0.55200,0.08665,
1642661825364448000,-0.26126,-0.00702,-0.12329,0.94580,0.04933,0.30970,0.08439,-0.66011,0.39106,0.11222,
1642661825397781248,-0.28259,0.00408,-0.11857,0.94795,0.04694,0.29581,0.10810,-0.59617,0.25102,0.13866,
1642661825497781248,-0.31977,0.01335,-0.10188,0.94910,0.04464,0.27193,0.15251,-0.21670,-0.00239,0.13787,
1642661825597781504,-0.29972,-0.05424,-0.09513,0.95672,0.05942,0.24688,0.14216,0.32790,-0.08131,0.10607,
1642661825631114752,-0.28550,-0.05329,-0.09374,0.96031,0.06028,0.23881,0.13089,0.50025,-0.01083,0.08645,
1642661825831114496,-0.13520,-0.03458,-0.11693,0.95652,-0.04075,0.28441,0.05021,0.79932,0.02901,-0.39223,
1642661825864448000,-0.11424,-0.03245,-0.12812,0.94893,-0.07246,0.30515,0.03418,0.63315,-0.10520,-0.42472,
1642661825964448000,-0.08505,-0.07094,-0.16322,0.93079,-0.13497,0.33958,0.01027,-0.03886,-0.64131,-0.23390,
1642661826064448000,-0.10664,-0.13885,-0.17096,0.93103,-0.14408,0.32778,0.07058,-0.39025,-0.61808,0.06667,
1642661826164448000,-0.14847,-0.17713,-0.15436,0.93305,-0.17804,0.28689,0.12413,-0.47874,-0.13880,0.21786,
1642661826264448000,-0.17602,-0.16493,-0.13469,0.93548,-0.24063,0.22166,0.13358,-0.32168,0.37369,0.08981,
1642661826364448000,-0.20037,-0.08977,-0.12597,0.93447,-0.29363,0.16721,0.11221,-0.03472,0.78617,-0.05813,
1642661826464448000,-0.19820,-0.00747,-0.13924,0.92288,-0.33212,0.15130,0.12288,0.21565,1.02067,-0.20890,
1642661826564448000,-0.16635,0.09869,-0.18254,0.89507,-0.39447,0.16301,0.12912,0.41984,1.11087,-0.56811,
1642661826697781248,-0.13621,0.24532,-0.29341,0.85199,-0.49259,0.17169,0.04460,0.62151,0.71569,-0.82385,
1642661826797781248,-0.11246,0.33752,-0.35710,0.81730,-0.54030,0.19950,-0.01720,0.38464,0.18760,-0.44077,
1642661826931114752,-0.10977,0.35495,-0.36939,0.81735,-0.52582,0.23384,-0.02768,-0.29708,-0.16730,0.23006,
1642661826964448000,-0.12511,0.35993,-0.36215,0.82139,-0.52019,0.23350,-0.01366,-0.45721,-0.24209,0.33527,
1642661827064448000,-0.19755,0.31573,-0.30148,0.84371,-0.49182,0.20952,0.04868,-0.67966,-0.63351,0.57782,
1642661827164448000,-0.25960,0.22718,-0.24121,0.87855,-0.42970,0.17696,0.11044,-0.47428,-0.95449,0.56051,
1642661827297781248,-0.27625,0.09495,-0.18367,0.91995,-0.32854,0.14165,0.16028,0.25463,-0.82415,0.30605,
1642661827364448000,-0.23356,0.03637,-0.17527,0.93233,-0.28289,0.14176,0.17505,0.69173,-0.65878,0.15636,
1642661827464448000,-0.14473,-0.02145,-0.17146,0.94064,-0.22857,0.17787,0.17698,1.10429,-0.52872,-0.04976,
1642661827631114752,-0.01718,-0.14461,-0.17419,0.93354,-0.17056,0.28584,0.13305,0.12110,-1.05196,0.13209,
1642661827697781248,-0.02486,-0.22317,-0.16164,0.93935,-0.13052,0.28277,0.14360,-0.28420,-1.25475,0.24188,
1642661827797781248,-0.06670,-0.35114,-0.13470,0.94479,-0.05450,0.25753,0.19516,-0.39467,-1.20924,0.23977,
1642661827897781248,-0.09242,-0.45556,-0.11595,0.94627,0.03620,0.24035,0.21330,-0.05965,-0.88152,0.12546,
1642661827997781248,-0.06584,-0.52130,-0.10393,0.93657,0.13244,0.22960,0.22931,0.43991,-0.42770,0.02860,
1642661828097781248,-0.00009,-0.53973,-0.10950,0.91892,0.19273,0.25170,0.23471,0.81250,0.06912,-0.10123,
1642661828197781248,0.09124,-0.50765,-0.13387,0.89655,0.21913,0.31030,0.22781,0.94897,0.41505,-0.32873,
1642661828331114496,0.17898,-0.47139,-0.17759,0.86800,0.18941,0.40650,0.21320,0.18985,0.10553,-0.19084,
1642661828397781248,0.17325,-0.46319,-0.18574,0.87049,0.17683,0.41561,0.19555,-0.18388,-0.19716,-0.03835,
1642661828431114752,0.16252,-0.47306,-0.18544,0.87371,0.17892,0.40599,0.19950,-0.28006,-0.35979,0.03728,
1642661828531114496,0.11449,-0.53101,-0.17306,0.87921,0.21208,0.35241,0.24046,-0.30927,-0.70445,0.17489,
1642661828631114752,0.08444,-0.60460,-0.15593,0.88128,0.27134,0.28270,0.26418,0.01445,-0.66075,0.17150,
1642661828731114752,0.10770,-0.65630,-0.14108,0.87484,0.30675,0.24613,0.28280,0.48041,-0.32372,0.03706,
1642661828831114496,0.16880,-0.67225,-0.15257,0.86433,0.29752,0.27964,0.29364,0.66220,0.01884,-0.33444,
1642661828931114752,0.22667,-0.66657,-0.20578,0.84032,0.28069,0.35025,0.30397,0.49082,0.10896,-0.66059,
1642661829097781248,0.22922,-0.66840,-0.31544,0.79413,0.22179,0.47544,0.30678,-0.53147,-0.27490,-0.49957,
1642661829131114752,0.21339,-0.68144,-0.32929,0.78848,0.21984,0.48063,0.31457,-0.69846,-0.34678,-0.41256,
1642661829197781248,0.16045,-0.70766,-0.35026,0.78073,0.21732,0.48351,0.33083,-0.86860,-0.39619,-0.22098,
1642661829297781248,0.08226,-0.74347,-0.35463,0.78314,0.20716,0.48054,0.33594,-0.60728,-0.28704,0.14040,
1642661829464448000,0.06127,-0.75270,-0.25099,0.80206,0.24655,0.40051,0.36812,0.12446,0.01015,0.59106,
1642661829564448000,0.06922,-0.73864,-0.19455,0.82239,0.26611,0.34647,0.36443,-0.02696,0.28542,0.44170,
1642661829697781248,0.05990,-0.66287,-0.16328,0.85590,0.24332,0.31308,0.33199,-0.22388,0.76658,-0.02692,
1642661829797781248,0.03602,-0.58292,-0.18833,0.87514,0.15190,0.34875,0.29905,-0.23808,0.75418,-0.45086,
1642661829931114752,-0.01921,-0.52071,-0.27090,0.87384,0.03084,0.42617,0.23201,-0.56998,0.10925,-0.60489,
1642661829997781248,-0.06141,-0.52623,-0.30119,0.87122,0.01610,0.43713,0.22278,-0.64952,-0.23828,-0.27349,
1642661830064448000,-0.10327,-0.54930,-0.30549,0.87401,0.03210,0.42761,0.22853,-0.58623,-0.43607,0.15611,
1642661830264448000,-0.17277,-0.64445,-0.19629,0.91354,0.12640,0.27567,0.27105,-0.10685,-0.42203,0.66004,
1642661830297781248,-0.11107,-0.62431,-0.16642,0.92012,0.13354,0.24875,0.27144,0.06106,-0.31123,0.60535,
1642661830431114752,-0.06248,-0.63209,-0.10968,0.93671,0.10172,0.16767,0.29002,0.40859,0.12125,0.20751,
1642661830464448000,-0.04590,-0.62544,-0.10511,0.93890,0.07326,0.16314,0.29410,0.45336,0.21441,0.07814,
1642661830664448000,0.03853,-0.57704,-0.16984,0.91499,-0.15647,0.26472,0.26122,0.23500,0.02909,-0.61278,
1642661830731114752,0.04425,-0.58693,-0.21094,0.90325,-0.20789,0.29064,0.23760,-0.06567,-0.28570,-0.56890,
1642661830764448000,0.05160,-0.61787,-0.22754,0.89835,-0.22029,0.29741,0.23664,-0.17998,-0.43606,-0.46035,
1642661830897781248,-0.00344,-0.66222,-0.24866,0.88903,-0.22837,0.28054,0.28064,-0.49466,-0.34834,0.16194,
1642661830964448000,-0.00695,-0.63033,-0.21570,0.89621,-0.22734,0.23900,0.29664,-0.48816,0.00732,0.44654,
1642661831064448000,-0.05339,-0.63245,-0.15819,0.90630,-0.22864,0.15087,0.32184,-0.42125,0.44961,0.53316,
1642661831197781248,-0.10022,-0.53138,-0.11079,0.89166,-0.26206,0.06416,0.36352,-0.32061,1.00151,0.12602,
1642661831264448000,-0.19508,-0.48597,-0.10718,0.88309,-0.29505,0.04746,0.36173,-0.37004,1.13087,-0.17729,
1642661831364447744,-0.23692,-0.38688,-0.14862,0.86647,-0.36685,0.06722,0.33186,-0.18947,1.06211,-0.63188,
1642661831531114496,-0.24152,-0.29160,-0.26616,0.81770,-0.48038,0.13665,0.28625,0.13985,0.01083,-0.61469,
1642661831664448000,-0.20055,-0.35805,-0.32540,0.81299,-0.49025,0.18636,0.25293,0.37477,-0.71003,-0.17869,
1642661831697781248,-0.18711,-0.38338,-0.32973,0.81619,-0.48323,0.19998,0.24560,0.42101,-0.79554,-0.06762,
1642661831797781248,-0.14076,-0.47602,-0.31702,0.84483,-0.43885,0.22865,0.20344,0.48162,-0.95941,0.27210,
1642661831897781248,-0.09570,-0.58077,-0.27056,0.89381,-0.35391,0.23223,0.14804,0.39001,-1.02272,0.57420,
1642661831997781248,-0.06402,-0.67232,-0.20196,0.93770,-0.23644,0.22419,0.12062,0.24149,-0.80450,0.68877,
1642661832031114496,-0.05586,-0.70299,-0.18148,0.94897,-0.19083,0.22007,0.12091,0.19561,-0.70419,0.66819,
1642661832131114496,-0.04248,-0.76104,-0.12490,0.96393,-0.04621,0.21053,0.15616,0.09868,-0.35948,0.49748,
1642661832231114752,-0.03263,-0.77521,-0.08851,0.94655,0.08209,0.21429,0.22670,0.02040,0.10254,0.26663,
1642661832364447744,-0.03747,-0.72503,-0.07000,0.90534,0.17690,0.24975,0.29444,-0.11192,0.56327,-0.01699,
1642661832464448000,-0.04832,-0.66927,-0.08834,0.87006,0.21554,0.30435,0.32235,-0.13533,0.53262,-0.36042,
1642661832631114496,-0.08144,-0.60043,-0.18201,0.80281,0.23896,0.44142,0.32179,-0.27562,0.25211,-0.68822,
1642661832664448000,-0.09046,-0.59403,-0.20498,0.79285,0.23061,0.46885,0.31366,-0.26286,0.13610,-0.68351,
1642661832797781248,-0.06562,-0.62792,-0.28487,0.79574,0.16251,0.52710,0.25011,0.10006,-0.38454,-0.38458,
1642661832864447744,-0.05611,-0.65374,-0.30109,0.81731,0.14272,0.51619,0.21255,0.29586,-0.62789,-0.11471,
1642661832964448000,-0.02115,-0.72441,-0.28844,0.86265,0.13394,0.46086,0.15969,0.34765,-0.77961,0.34657,
1642661833064448000,0.00536,-0.79911,-0.23911,0.90893,0.14243,0.37095,0.12634,0.14665,-0.69013,0.58747,
1642661833164447744,0.00548,-0.83652,-0.17839,0.94016,0.15807,0.27176,0.13141,-0.10742,-0.39642,0.53600,
1642661833264448000,-0.01464,-0.85755,-0.13114,0.94923,0.15765,0.19112,0.19385,-0.24293,0.04014,0.40381,
1642661833431114752,-0.06816,-0.79271,-0.09519,0.94357,0.03637,0.14332,0.29632,-0.31708,0.68340,-0.05730,
1642661833464448000,-0.07853,-0.76927,-0.09960,0.93783,-0.00120,0.15002,0.31301,-0.28662,0.72816,-0.21045,
1642661833597781248,-0.12546,-0.71619,-0.17281,0.90729,-0.13055,0.22579,0.32985,-0.12754,0.47556,-0.76701,
1642661833664447744,-0.13195,-0.65616,-0.22788,0.89048,-0.16460,0.28320,0.31582,-0.03155,0.32768,-0.81700,
1642661833764448000,-0.11632,-0.62524,-0.28868,0.86970,-0.19193,0.36245,0.27464,-0.05158,0.09278,-0.35447,
1642661833864447744,-0.12951,-0.63058,-0.28950,0.87199,-0.18804,0.38787,0.23201,-0.25644,-0.22535,0.31602,
1642661833997781248,-0.19363,-0.68613,-0.21427,0.89931,-0.11143,0.34867,0.23928,-0.63505,-0.50199,0.61728,
1642661834131114496,-0.27625,-0.73108,-0.14366,0.92753,-0.03933,0.25691,0.26857,-0.47120,-0.08166,0.44675,
1642661834164447744,-0.23622,-0.69867,-0.12872,0.93302,-0.03194,0.23528,0.27037,-0.27664,0.12023,0.41772,
1642661834331114496,-0.22716,-0.63272,-0.08504,0.94852,-0.03678,0.18151,0.25691,0.37379,0.56119,0.07437,
1642661834364447744,-0.21341,-0.61412,-0.08443,0.94721,-0.04386,0.18610,0.25736,0.46398,0.58438,-0.03315,
1642661834497781248,-0.19554,-0.52533,-0.15167,0.93258,-0.08311,0.23412,0.26186,0.47564,0.47629,-0.32395,
1642661834597781248,-0.14798,-0.49765,-0.17267,0.92985,-0.11966,0.26167,0.22932,0.10131,0.02253,-0.09789,
1642661834664447744,-0.11788,-0.50465,-0.17353,0.93016,-0.13600,0.26015,0.22050,-0.10241,-0.31706,0.03470,
1642661834797781248,-0.15311,-0.57774,-0.14111,0.93520,-0.15045,0.21038,0.24187,-0.21794,-0.71880,0.00873,
1642661834864447744,-0.18429,-0.63381,-0.12880,0.93706,-0.15734,0.18055,0.25411,-0.11214,-0.77933,-0.00693,
1642661834964448000,-0.19092,-0.71721,-0.12308,0.94128,-0.11123,0.16729,0.27136,0.20633,-0.77543,0.01683,
1642661835064448000,-0.15824,-0.79161,-0.13069,0.93462,-0.00351,0.19838,0.29515,0.48003,-0.65135,-0.16228,
1642661835197781248,-0.07938,-0.86544,-0.18185,0.88976,0.21155,0.29679,0.27474,0.63956,-0.44258,-0.64726,
1642661835264448000,-0.04168,-0.88982,-0.23232,0.83250,0.33527,0.35645,0.25978,0.45765,-0.22465,-0.81762,
1642661835364447744,-0.01934,-0.89091,-0.29979,0.75562,0.43845,0.42118,0.24375,-0.01010,0.23841,-0.41128,
1642661835531114496,-0.03907,-0.84905,-0.29122,0.79759,0.36086,0.44149,0.19676,-0.06001,0.09728,0.34616,
1642661835597781248,-0.03443,-0.84752,-0.26342,0.83224,0.33615,0.38386,0.21684,0.08610,-0.04316,0.40887,
1642661835697781248,-0.00822,-0.85150,-0.22301,0.87467,0.29802,0.29340,0.24506,0.28347,0.00846,0.35524,
1642661835831114496,0.04781,-0.83231,-0.20472,0.91537,0.20004,0.26592,0.22666,0.40177,0.19635,-0.15110,
1642661835931114496,0.09144,-0.81039,-0.24146,0.91531,0.14369,0.31779,0.20144,0.28852,0.14781,-0.53752,
1642661835964448000,0.10096,-0.80619,-0.26105,0.91062,0.13262,0.34489,0.18503,0.18002,0.11896,-0.61549,
